,question,answer,multiple_answer,can_answer
6889,The country of Guwahati is?,India,False,True
6890,The native language of Guy Branum is?,English,False,True
6891,The religion of Guy Fawkes is?,Catholicism,False,True
6892,The instrument of Guy Sebastian is?,guitar,False,False
6893,The country of citizenship of Guy de Chauliac is?,France,False,True
6894,The country of citizenship of Guy de Maupassant is?,France,False,True
6895,The genre of Guy de Maupassant is?,novel,False,False
6896,The native language of Guy de Maupassant is?,French,False,True
6897,The country of citizenship of Guy of Lusignan is?,France,False,True
6898,The capital of Guyana is?,Georgetown,False,True
6899,The emergency phone number of Guyana is?,"['911', '999']",True,
6900,The language used in Guyana is?,English,False,True
6901,The official language of Guyana is?,English,False,True
6902,Guyana shares a border with?,"['Brazil', 'Venezuela', 'Suriname']",True,
6903,The country of Gwalior is?,India,False,True
6904,The native language of Gwen Stefani is?,English,False,True
6905,The eye color of Gwyneth Paltrow is?,blue,False,True
6906,The place of birth of Gyanendra of Nepal is?,Kathmandu,False,True
6907,The religion of Gyanendra of Nepal is?,Hinduism,False,True
6908,The country of citizenship of György Ligeti is?,"['Hungary', 'Romania']",True,
6909,The genre of György Ligeti is?,opera,False,False
6910,The native language of György Ligeti is?,Hungarian,False,True
6911,The country of Győr-Moson-Sopron County is?,Hungary,False,True
6912,Győr-Moson-Sopron County is located in?,Hungary,False,True
6913,The country of citizenship of Gérard Depardieu is?,France,False,True
6914,The country of citizenship of Gérard Desargues is?,France,False,True
6915,The country of citizenship of Gérard Mourou is?,France,False,True
6916,The country of citizenship of Gérard Philipe is?,France,False,True
6917,The native language of Gérard Philipe is?,French,False,True
6918,The country of citizenship of Gérard de Nerval is?,France,False,True
6919,The native language of Gérard de Nerval is?,French,False,True
6920,The country of citizenship of Gérard de Villiers is?,France,False,True
6921,The native language of Gérard de Villiers is?,French,False,True
6922,The ethnic group of Géza Gárdonyi is?,Hungarians,False,False
6923,The country of Göbekli Tepe is?,Turkey,False,True
6924,Götaland is located in?,Sweden,False,True
6925,The language of Götterdämmerung is?,German,False,True
6926,The country of citizenship of Günter Grass is?,Germany,False,True
6927,The country of citizenship of H. D. Deve Gowda is?,India,False,True
6928,H. H. Asquith given name?,Henry,False,True
6929,The native language of H. H. Asquith is?,English,False,True
6930,H. H. Holmes convicted of?,murder,False,True
6931,The native language of H. H. Holmes is?,English,False,True
6932,The country of citizenship of H. R. Giger is?,Switzerland,False,True
6933,The operating system of HFS Plus is?,Linux,False,False
6934,The country of Ha Long Bay is?,Vietnam,False,True
6935,The product or material produced of Haber process is?,ammonia,False,True
6936,The country of citizenship of Habib Bourguiba is?,Tunisia,False,True
6937,The native language of Habib Bourguiba is?,Arabic,False,True
6938,The religion of Habib Bourguiba is?,Islam,False,True
6939,The country of Hachikō is?,Japan,False,False
6940,The country of citizenship of Hadi Saei is?,Iran,False,True
6941,The religion of Hadi Saei is?,Islam,False,True
6942,The religion of Hadji Murad is?,Islam,False,True
6943,The historic county of Hadrian's Wall is?,Northumberland,False,True
6944,Hadrian's Wall is located in?,Cumbria,False,False
6945,The religion of Hafez is?,Islam,False,True
6946,The country of citizenship of Hafez al-Assad is?,Syria,False,True
6947,The religion of Hafez al-Assad is?,Islam,False,True
6948,The country of Hagia Sophia is?,Turkey,False,True
6949,The country of Haifa is?,Israel,False,True
6950,The noble title of Haile Selassie I is?,emperor,False,True
6951,The native language of Hailee Steinfeld is?,English,False,True
6952,The language used in Hainan is?,Cantonese,False,False
6953,The continent of Haiphong is?,Asia,False,False
6954,The country of Haiphong is?,Vietnam,False,True
6955,Haiphong is located in?,Vietnam,False,True
6956,The language used in Haiti is?,French,False,False
6957,The official language of Haiti is?,French,False,True
6958,The country of citizenship of Hakeem Olajuwon is?,Nigeria,False,True
6959,The sport played by Hakeem Olajuwon is?,basketball,False,True
6960,The country of Hakka is?,"['Indonesia', 'Taiwan']",True,
6961,The country of Hakodate is?,Japan,False,True
6962,The blood type of Hakuhō Shō is?,A,False,False
6963,The team position of Hal Newhouser is?,pitcher,False,True
6964,The sport played by Hal Newhouser is?,baseball,False,True
6965,The country of citizenship of Haley Paige is?,Mexico,False,False
6966,The instrument of Haley Webb is?,piano,False,False
6967,The country of citizenship of Halldór Laxness is?,Iceland,False,True
6968,The eye color of Halle Berry is?,brown,False,True
6969,The country of Halmahera Island is?,Indonesia,False,True
6970,The country of citizenship of Haloti Ngata is?,Tonga,False,False
6971,The official language of Hama is?,Arabic,False,True
6972,The country of citizenship of Hamad bin Isa Al Khalifa is?,Bahrain,False,True
6973,The country of citizenship of Hamad bin Khalifa Al Thani is?,Qatar,False,True
6974,The religion of Hamad bin Khalifa Al Thani is?,Islam,False,True
6975,The country of Hamadan Province is?,Iran,False,True
6976,The country of Hamamatsu is?,Japan,False,True
6977,The country of Hamas is?,Palestine,False,False
6978,The country of Hamburg is?,Germany,False,True
6979,Hamburg is located in?,Germany,False,True
6980,The country of citizenship of Hamid Karzai is?,Afghanistan,False,True
6981,The religion of Hamid Karzai is?,Islam,False,True
6982,The language of Hamlet is?,English,False,True
6983,The capital of Hampshire is?,Winchester,False,True
6984,Hampshire shares a border with?,"['Berkshire', 'Surrey', 'Wiltshire', 'Dorset']",True,
6985,Hampton Court Palace is located in?,London,False,False
6986,The religion of Han Chinese people is?,"['Christianity', 'Buddhism', 'Islam']",True,
6987,The country of citizenship of Han Xin is?,China,False,True
6988,The continent of Han dynasty is?,Asia,False,True
6989,Han van Meegeren convicted of?,fraud,False,False
6990,"The languages spoken, written or signed by Han van Meegeren is?",Dutch,False,True
6991,The residence of Hana Hegerová is?,Prague,False,True
6992,The country of citizenship of Hanaoka Seishū is?,Japan,False,True
6993,The country of Hand-kissing is?,Brazil,False,False
6994,The country of Handball-Bundesliga is?,Germany,False,True
6995,The sport played by Handball-Bundesliga is?,handball,False,True
6996,Hanging Gardens of Babylon is located in?,Iraq,False,True
6997,The original country of Hangul is?,Korea,False,True
6998,The language of Hangul is?,Korean,False,True
6999,Hangzhou is capital of?,Zhejiang,False,False
7000,Hangzhou is located in?,Zhejiang,False,True
7001,The sport played by Hank Aaron is?,baseball,False,True
7002,The team position of Hank Aguirre is?,pitcher,False,True
7003,The blood type of Hank Azaria is?,O,False,True
7004,The sport played by Hank Bauer is?,baseball,False,True
7005,The sport played by Hank Blalock is?,baseball,False,True
7006,The sport played by Hank Greenberg is?,baseball,False,True
7007,The instrument of Hank Williams is?,guitar,False,True
7008,The native language of Hank Williams is?,English,False,True
7009,The sport played by Hanley Ramírez is?,baseball,False,True
7010,The country of citizenship of Hanna Reitsch is?,"['Austria', 'Germany']",True,
7011,The military rank of Hanna Reitsch is?,captain,False,True
7012,The country of citizenship of Hanna Schygulla is?,Germany,False,True
7013,The country of citizenship of Hannah Höch is?,Germany,False,True
7014,The language of Hannah Montana is?,English,False,True
7015,The language of Hannah Montana is?,English,False,True
7016,The country of citizenship of Hannes Alfvén is?,Sweden,False,True
7017,The native language of Hannibal Hamlin is?,English,False,True
7018,The country of citizenship of Hannikel is?,Germany,False,False
7019,Hanoi is capital of?,Vietnam,False,True
7020,The continent of Hanoi is?,Asia,False,False
7021,The country of Hanoi is?,Vietnam,False,True
7022,The official language of Hanoi is?,Vietnamese,False,True
7023,The country of citizenship of Hans Albers is?,Germany,False,True
7024,The country of citizenship of Hans Asperger is?,Austria,False,True
7025,The academic degree of Hans Bethe is?,doctorate,False,False
7026,The country of citizenship of Hans Christian Andersen is?,Denmark,False,True
7027,The native language of Hans Christian Andersen is?,Danish,False,True
7028,The country of citizenship of Hans Christian Ørsted is?,Denmark,False,True
7029,The country of citizenship of Hans Frank is?,Germany,False,True
7030,The military branch of Hans Frank is?,infantry,False,False
7031,The academic degree of Hans Georg Dehmelt is?,doctorate,False,False
7032,The country of citizenship of Hans Georg Dehmelt is?,Germany,False,True
7033,The country of citizenship of Hans Günter Winkler is?,Germany,False,True
7034,The country of citizenship of Hans Hass is?,Austria,False,True
7035,The country of citizenship of Hans Holbein is?,Germany,False,True
7036,The country of citizenship of Hans Hollein is?,Austria,False,True
7037,The country of citizenship of Hans Hotter is?,Germany,False,True
7038,The academic degree of Hans Krebs is?,doctorate,False,False
7039,The country of citizenship of Hans Krebs is?,Germany,False,True
7040,The religion of Hans Krebs is?,Judaism,False,False
7041,The country of citizenship of Hans Makart is?,Austria,False,True
7042,The country of citizenship of Hans Memling is?,Germany,False,True
7043,The country of citizenship of Hans Zimmer is?,Germany,False,True
7044,The instrument of Hans Zimmer is?,piano,False,False
7045,The religion of Hans Zimmer is?,"['Christianity', 'Judaism']",True,
7046,The country of citizenship of Hans von Bülow is?,Germany,False,True
7047,The country of citizenship of Hans von Seeckt is?,Germany,False,True
7048,The language of Hansel and Gretel is?,German,False,True
7049,The country of Hanukkah is?,Israel,False,False
7050,The language of Happy Days is?,English,False,True
7051,The language of Happy Days is?,English,False,True
7052,The country of citizenship of Harald Fairhair is?,Norway,False,True
7053,The religion of Harald III of Norway is?,Christianity,False,True
7054,The academic degree of Harald zur Hausen is?,doctorate,False,False
7055,The country of citizenship of Harald zur Hausen is?,Germany,False,True
7056,Harare is capital of?,Zimbabwe,False,True
7057,The country of Harare is?,Zimbabwe,False,True
7058,The country of Haridwar is?,India,False,True
7059,The country of citizenship of Hariprasad Chaurasia is?,India,False,True
7060,The instrument of Hariprasad Chaurasia is?,flute,False,True
7061,The country of citizenship of Haris Alexiou is?,Greece,False,True
7062,The sport played by Harlem Globetrotters is?,basketball,False,True
7063,The genre of Harold Arlen is?,jazz,False,True
7064,The instrument of Harold Arlen is?,piano,False,True
7065,The religion of Harold Hecht is?,Judaism,False,False
7066,The country of citizenship of Harold Holt is?,Australia,False,True
7067,Harold Keke convicted of?,murder,False,True
7068,The sport played by Harold Reynolds is?,baseball,False,True
7069,The country of citizenship of Harold Russell is?,Canada,False,False
7070,Harold Shipman convicted of?,murder,False,True
7071,The native language of Harper Lee is?,English,False,True
7072,The language of Harper's Bazaar is?,English,False,False
7073,The language of Harper's Magazine is?,English,False,True
7074,The main subject of Harper's Magazine is?,art,False,False
7075,The instrument of Harpo Marx is?,harp,False,True
7076,The native language of Harriet Beecher Stowe is?,English,False,True
7077,The religion of Harriet Tubman is?,Christianity,False,False
7078,Harrisburg is capital of?,Pennsylvania,False,True
7079,The team position of Harry Brecheen is?,pitcher,False,True
7080,The instrument of Harry C. Browne is?,banjo,False,False
